,file_path,tokens,structure,keywords,label
2062,/Users/shinjeongtae/DB/External SSD for Data/Elderly Speech Recognition/contents/old/data_new/노인남여_노인대화38_M_1527671642_80_경상_실내_42370.wav,"[('내', 'Noun'), ('입장', 'Noun'), ('에서도', 'Josa'), ('이해', 'Noun'), ('를', 'Josa'), ('못', 'Noun'), ('하는', 'Verb'), ('거지', 'Noun')]","[('내', 'Noun'), ('입장', 'Noun'), ('에서도', 'Josa'), ('이해', 'Noun'), ('를', 'Josa'), ('못', 'Noun'), ('하는', 'Verb'), ('거지', 'Noun')]","['내', '입장', '이해', '못', '거지']","[8, 340, 185, 6062, 3357, 771, 26, 395, 6543, 1, 152]"
2063,/Users/shinjeongtae/DB/External SSD for Data/Elderly Speech Recognition/contents/old/data_new/노인남여_노인대화39_F_1556271619_72_전라_실내_44238.wav,"[('그냥', 'Noun'), ('갔다가', 'Verb'), ('뭐', 'Noun'), ('뜨거워', 'Adjective'), ('죽겄', 'Noun'), ('네', 'Josa'), ('뭐', 'Noun'), ('이러면', 'Verb'), ('안', 'Noun'), ('되니까', 'Verb'), ('둘레길', 'Noun'), ('도', 'Josa'), ('자세히', 'Adjective'), ('한', 'Verb'), ('번', 'Noun'), ('알아볼게', 'Verb')]","[('그냥', 'Noun'), ('갔다가', 'Verb'), ('뭐', 'Noun'), ('뜨거워', 'Adjective'), ('죽겄', 'Noun'), ('네', 'Josa'), ('뭐', 'Noun'), ('이러면', 'Verb'), ('안', 'Noun'), ('되니까', 'Verb'), ('둘레길', 'Noun'), ('도', 'Josa'), ('자세히', 'Adjective'), ('한', 'Verb'), ('번', 'Noun'), ('알아볼게', 'Verb')]","['그냥', '뭐', '죽겄', '뭐', '안', '둘레길', '번']","[305, 608, 5938, 24, 1, 4920, 4007, 183, 24, 26, 362, 144, 4740, 370, 304, 3712, 139, 771, 955, 956, 4233, 13, 874, 2986, 5]"
2064,/Users/shinjeongtae/DB/External SSD for Data/Elderly Speech Recognition/contents/old/data_new/노인남여_노인대화39_M_1535892721-0_68_전라_실내_43888.wav,"[('엄마', 'Noun'), ('는', 'Josa'), ('엄마', 'Noun'), ('대로', 'Josa'), ('시간', 'Noun'), ('이', 'Josa'), ('있을', 'Adjective'), ('때', 'Noun'), ('는', 'Josa'), ('운동', 'Noun'), ('가고', 'Verb'), ('때때로', 'Adverb'), ('산', 'Noun'), ('에', 'Josa'), ('다니고', 'Verb'), ('하잖아', 'Verb')]","[('엄마', 'Noun'), ('는', 'Josa'), ('엄마', 'Noun'), ('대로', 'Josa'), ('시간', 'Noun'), ('이', 'Josa'), ('있을', 'Adjective'), ('때', 'Noun'), ('는', 'Josa'), ('운동', 'Noun'), ('가고', 'Verb'), ('때때로', 'Adverb'), ('산', 'Noun'), ('에', 'Josa'), ('다니고', 'Verb'), ('하잖아', 'Verb')]","['엄마', '엄마', '시간', '때', '운동', '산']","[1162, 1162, 131, 5228, 89, 226, 26, 7, 2574, 4604, 4259, 7, 7, 5228, 122, 6062, 5938, 370, 4259, 6543]"
2065,/Users/shinjeongtae/DB/External SSD for Data/Elderly Speech Recognition/contents/old/data_new/노인남여_자유대화_F_1548175788_62_수도권_실내_20210101141325.wav,"[('나', 'Noun'), ('는', 'Josa'), ('다윗', 'Noun'), ('의', 'Josa'), ('뿌리', 'Noun'), ('이고', 'Josa'), ('그', 'Noun'), ('의', 'Josa'), ('자손', 'Noun'), ('이며', 'Josa'), ('빛나는', 'Verb'), ('새벽', 'Noun'), ('별', 'Noun'), ('이다', 'Josa')]","[('나', 'Noun'), ('는', 'Josa'), ('다윗', 'Noun'), ('의', 'Josa'), ('뿌리', 'Noun'), ('이고', 'Josa'), ('그', 'Noun'), ('의', 'Josa'), ('자손', 'Noun'), ('이며', 'Josa'), ('빛나는', 'Verb'), ('새벽', 'Noun'), ('별', 'Noun'), ('이다', 'Josa')]","['나', '다윗', '뿌리', '그', '자손', '새벽', '별']","[2, 5938, 3523, 604, 26, 4259, 305, 3523, 955, 151, 26, 2849, 2, 4532, 3328, 987, 26, 5938]"
2066,/Users/shinjeongtae/DB/External SSD for Data/Elderly Speech Recognition/contents/old/data_new/노인남여_노인대화13_F_1535863537_62_전라_실내_16788.wav,"[('그랬는데', 'Conjunction'), ('그', 'Noun'), ('오봉산', 'Noun'), ('이란', 'Josa'), ('데', 'Noun'), ('가', 'Josa'), ('올라가면은', 'Verb')]","[('그랬는데', 'Conjunction'), ('그', 'Noun'), ('오봉산', 'Noun'), ('이란', 'Josa'), ('데', 'Noun'), ('가', 'Josa'), ('올라가면은', 'Verb')]","['그', '오봉산', '데']","[305, 15, 305, 48, 4616, 122, 26, 2948, 15, 362, 3504]"
2067,/Users/shinjeongtae/DB/External SSD for Data/Elderly Speech Recognition/contents/old/data_new/노인남여_노인대화13_M_1533602140_79_강원_실내_P06220.wav,"[('완전히', 'Adjective'), ('골키퍼', 'Noun'), ('와', 'Josa'), ('맞서', 'Verb'), ('있습니다', 'Adjective')]","[('완전히', 'Adjective'), ('골키퍼', 'Noun'), ('와', 'Josa'), ('맞서', 'Verb'), ('있습니다', 'Adjective')]",['골키퍼'],"[2431, 39, 4639, 514, 5189, 3357, 4347, 370, 5938]"
2068,/Users/shinjeongtae/DB/External SSD for Data/Elderly Speech Recognition/contents/old/data_new/노인남여_노인대화39_M_1535892721-0_68_전라_실내_44569.wav,"[('내', 'Noun'), ('돈', 'Noun'), ('내고', 'Verb'), ('내', 'Noun'), ('가', 'Josa'), ('요구', 'Noun'), ('하고', 'Josa'), ('싶은거', 'Verb'), ('다', 'Adverb'), ('요구', 'Noun'), ('하는', 'Verb'), ('게', 'Noun'), ('낫', 'Noun'), ('지', 'Josa')]","[('내', 'Noun'), ('돈', 'Noun'), ('내고', 'Verb'), ('내', 'Noun'), ('가', 'Josa'), ('요구', 'Noun'), ('하고', 'Josa'), ('싶은거', 'Verb'), ('다', 'Adverb'), ('요구', 'Noun'), ('하는', 'Verb'), ('게', 'Noun'), ('낫', 'Noun'), ('지', 'Josa')]","['내', '돈', '내', '요구', '요구', '게', '낫']","[8, 40, 8, 4259, 8, 1625, 167, 6543, 4259, 3504, 1, 5938, 1625, 167, 6543, 5, 152]"
2069,/Users/shinjeongtae/DB/External SSD for Data/Elderly Speech Recognition/contents/old/data_new/노인남여_노인대화13_F_1535863537_62_전라_실내_17361.wav,"[('그', 'Determiner'), ('쯤', 'Noun'), ('에서', 'Josa'), ('애', 'Noun'), ('들', 'Suffix'), ('다', 'Adverb'), ('보낸', 'Verb'), ('다음', 'Noun'), ('에', 'Josa'), ('나', 'Noun'), ('혼자', 'Noun'), ('서', 'Josa'), ('있어', 'Adjective')]","[('그', 'Determiner'), ('쯤', 'Noun'), ('에서', 'Josa'), ('애', 'Noun'), ('들', 'Suffix'), ('다', 'Adverb'), ('보낸', 'Verb'), ('다음', 'Noun'), ('에', 'Josa'), ('나', 'Noun'), ('혼자', 'Noun'), ('서', 'Josa'), ('있어', 'Adjective')]","['쯤', '애', '다음', '나', '혼자']","[305, 1126, 6062, 3357, 25, 2195, 5938, 3367, 5938, 2225, 6062, 2, 603, 955, 3357]"
2070,/Users/shinjeongtae/DB/External SSD for Data/Elderly Speech Recognition/contents/old/data_new/노인남여_노인대화13_M_1536456816_68_수도권_실내_16952.wav,"[('거기', 'Noun'), ('에', 'Josa'), ('반대편', 'Noun'), ('에', 'Josa'), ('그', 'Noun'), ('북한', 'Noun'), ('땅', 'Noun'), ('이', 'Josa'), ('보이잖아', 'Verb')]","[('거기', 'Noun'), ('에', 'Josa'), ('반대편', 'Noun'), ('에', 'Josa'), ('그', 'Noun'), ('북한', 'Noun'), ('땅', 'Noun'), ('이', 'Josa'), ('보이잖아', 'Verb')]","['거기', '반대편', '그', '북한', '땅']","[1, 862, 6062, 217, 131, 237, 6062, 305, 4224, 4233, 1414, 26, 3367, 26]"
2071,/Users/shinjeongtae/DB/External SSD for Data/Elderly Speech Recognition/contents/old/data_new/노인남여_노인대화09_M_1532538920_81_강원_실내_P04094.wav,"[('뽀얀', 'Adjective'), ('색깔', 'Noun'), ('을', 'Josa'), ('좋아한다', 'Adjective')]","[('뽀얀', 'Adjective'), ('색깔', 'Noun'), ('을', 'Josa'), ('좋아한다', 'Adjective')]",['색깔'],"[880, 3497, 4233, 5938]"
2072,/Users/shinjeongtae/DB/External SSD for Data/Elderly Speech Recognition/contents/old/data_new/노인남여_노인대화13_M_1532565861_61_전라_실내_16645.wav,"[('안', 'Noun'), ('치고는', 'Josa'), ('우리', 'Noun'), ('가', 'Josa'), ('식탁', 'Noun'), ('에', 'Josa'), ('그', 'Noun'), ('과일', 'Noun'), ('이', 'Josa'), ('우리', 'Noun'), ('손', 'Noun'), ('에', 'Josa'), ('오는게', 'Verb')]","[('안', 'Noun'), ('치고는', 'Josa'), ('우리', 'Noun'), ('가', 'Josa'), ('식탁', 'Noun'), ('에', 'Josa'), ('그', 'Noun'), ('과일', 'Noun'), ('이', 'Josa'), ('우리', 'Noun'), ('손', 'Noun'), ('에', 'Josa'), ('오는게', 'Verb')]","['안', '우리', '식탁', '그', '과일', '우리', '손']","[144, 4590, 4259, 5092, 604, 209, 6062, 305, 519, 12, 26, 5092, 604, 151, 6062, 48, 5]"
2073,/Users/shinjeongtae/DB/External SSD for Data/Elderly Speech Recognition/contents/old/data_new/노인남여_노인대화38_M_1527671642_80_경상_실내_42425.wav,"[('그래서', 'Adverb'), ('이제', 'Noun'), ('내', 'Noun'), ('가', 'Josa'), ('애', 'Noun'), ('를', 'Josa'), ('보낼', 'Verb'), ('때', 'Noun'), ('웃으면서', 'Verb'), ('보내야지', 'Verb')]","[('그래서', 'Adverb'), ('이제', 'Noun'), ('내', 'Noun'), ('가', 'Josa'), ('애', 'Noun'), ('를', 'Josa'), ('보낼', 'Verb'), ('때', 'Noun'), ('웃으면서', 'Verb'), ('보내야지', 'Verb')]","['이제', '내', '애', '때']","[305, 3357, 26, 87, 8, 25, 3367, 7, 362, 3357, 3367, 8, 4594, 152]"
2074,/Users/shinjeongtae/DB/External SSD for Data/Elderly Speech Recognition/contents/old/data_new/노인남여_노인대화12_F_1555665160_62_경상_실내_P06150.wav,"[('온도', 'Noun'), ('에', 'Josa'), ('의해', 'Adjective'), ('특성', 'Noun'), ('이', 'Josa'), ('크게', 'Noun'), ('변한다는', 'Adjective'), ('점', 'Noun'), ('이다', 'Josa')]","[('온도', 'Noun'), ('에', 'Josa'), ('의해', 'Adjective'), ('특성', 'Noun'), ('이', 'Josa'), ('크게', 'Noun'), ('변한다는', 'Adjective'), ('점', 'Noun'), ('이다', 'Josa')]","['온도', '특성', '크게', '점']","[771, 6062, 3523, 395, 1096, 26, 5, 2192, 4233, 5938, 279, 26, 5938]"
2075,/Users/shinjeongtae/DB/External SSD for Data/Elderly Speech Recognition/contents/old/data_new/노인남여_노인대화12_F_1555665160_62_경상_실내_15900.wav,"[('젊은', 'Adjective'), ('사람', 'Noun'), ('들', 'Suffix'), ('은', 'Josa'), ('알', 'Noun'), ('지', 'Josa'), ('모르겠지만', 'Verb'), ('지금', 'Noun'), ('은', 'Josa'), ('이제', 'Noun')]","[('젊은', 'Adjective'), ('사람', 'Noun'), ('들', 'Suffix'), ('은', 'Josa'), ('알', 'Noun'), ('지', 'Josa'), ('모르겠지만', 'Verb'), ('지금', 'Noun'), ('은', 'Josa'), ('이제', 'Noun')]","['사람', '알', '지금', '이제']","[3504, 98, 2195, 3504, 874, 152, 2791, 2595, 152, 62, 152, 1733, 3504, 26, 87]"
2076,/Users/shinjeongtae/DB/External SSD for Data/Elderly Speech Recognition/contents/old/data_new/노인남여_노인대화39_M_1535892721-0_68_전라_실내_44477.wav,"[('좀', 'Noun'), ('이렇게', 'Adverb'), ('불', 'Noun'), ('룩', 'Suffix'), ('한', 'Josa'), ('타일', 'Noun'), ('로', 'Josa'), ('공사', 'Noun'), ('를', 'Josa'), ('해', 'Noun'), ('놨더', 'Noun'), ('라고', 'Josa')]","[('좀', 'Noun'), ('이렇게', 'Adverb'), ('불', 'Noun'), ('룩', 'Suffix'), ('한', 'Josa'), ('타일', 'Noun'), ('로', 'Josa'), ('공사', 'Noun'), ('를', 'Josa'), ('해', 'Noun'), ('놨더', 'Noun'), ('라고', 'Josa')]","['좀', '불', '타일', '공사', '해', '놨더']","[26, 5, 1327, 4233, 12, 5228, 1412, 98, 395, 6367, 4259]"
2077,/Users/shinjeongtae/DB/External SSD for Data/Elderly Speech Recognition/contents/old/data_new/노인남여_노인대화13_F_1534482119_67_강원_실내_16663.wav,"[('근데', 'Adverb'), ('그', 'Noun'), ('폭포', 'Noun'), ('가', 'Josa'), ('그', 'Noun'), ('내려온', 'Verb'), ('거', 'Noun'), ('완전히', 'Adjective'), ('정말', 'Noun'), ('이', 'Noun'), ('게', 'Josa')]","[('근데', 'Adverb'), ('그', 'Noun'), ('폭포', 'Noun'), ('가', 'Josa'), ('그', 'Noun'), ('내려온', 'Verb'), ('거', 'Noun'), ('완전히', 'Adjective'), ('정말', 'Noun'), ('이', 'Noun'), ('게', 'Josa')]","['그', '폭포', '그', '거', '정말', '이']","[5351, 15, 305, 1100, 3604, 305, 8, 1, 2431, 39, 1998, 10, 26, 5]"
2078,/Users/shinjeongtae/DB/External SSD for Data/Elderly Speech Recognition/contents/old/data_new/노인남여_노인대화39_M_1535892721-0_68_전라_실내_45141.wav,"[('도저히', 'Noun'), ('지쳐서', 'Verb'), ('두', 'Noun'), ('번', 'Noun'), ('다시', 'Noun'), ('못', 'Noun'), ('가겠더라', 'Verb'), ('그런', 'Adjective'), ('얘기', 'Noun'), ('를', 'Josa'), ('하더라고', 'Verb')]","[('도저히', 'Noun'), ('지쳐서', 'Verb'), ('두', 'Noun'), ('번', 'Noun'), ('다시', 'Noun'), ('못', 'Noun'), ('가겠더라', 'Verb'), ('그런', 'Adjective'), ('얘기', 'Noun'), ('를', 'Josa'), ('하더라고', 'Verb')]","['도저히', '두', '번', '다시', '못', '얘기']","[771, 66, 152, 3357, 13, 5938, 89, 6367, 305, 891, 862, 6543, 6367, 4259]"
2079,/Users/shinjeongtae/DB/External SSD for Data/Elderly Speech Recognition/contents/old/data_new/노인남여_노인대화39_F_1552754567-2_64_수도권_실내_44962.wav,"[('전문대', 'Noun'), ('졸업', 'Noun'), ('한', 'Josa'), ('애', 'Noun'), ('들', 'Suffix'), ('이', 'Josa'), ('학벌', 'Noun'), ('이', 'Josa'), ('또', 'Noun'), ('딸리고', 'Verb'), ('하잖아', 'Verb')]","[('전문대', 'Noun'), ('졸업', 'Noun'), ('한', 'Josa'), ('애', 'Noun'), ('들', 'Suffix'), ('이', 'Josa'), ('학벌', 'Noun'), ('이', 'Josa'), ('또', 'Noun'), ('딸리고', 'Verb'), ('하잖아', 'Verb')]","['전문대', '졸업', '애', '학벌', '또']","[39, 429, 131, 3528, 4233, 25, 2195, 26, 3159, 3683, 26, 342, 604, 4259, 6543]"
2080,/Users/shinjeongtae/DB/External SSD for Data/Elderly Speech Recognition/contents/old/data_new/노인남여_자유대화_F_1534051617_64_경상_실내_20201218162108.wav,"[('노인', 'Noun'), ('은', 'Josa'), ('몸', 'Noun'), ('과', 'Josa'), ('마음', 'Noun'), ('이', 'Josa'), ('세월', 'Noun'), ('이', 'Josa'), ('가니', 'Verb'), ('자연히', 'Adverb'), ('늙는다고', 'Verb'), ('생각', 'Noun'), ('하는', 'Verb'), ('사람', 'Noun'), ('이고', 'Josa')]","[('노인', 'Noun'), ('은', 'Josa'), ('몸', 'Noun'), ('과', 'Josa'), ('마음', 'Noun'), ('이', 'Josa'), ('세월', 'Noun'), ('이', 'Josa'), ('가니', 'Verb'), ('자연히', 'Adverb'), ('늙는다고', 'Verb'), ('생각', 'Noun'), ('하는', 'Verb'), ('사람', 'Noun'), ('이고', 'Josa')]","['노인', '몸', '마음', '세월', '생각', '사람']","[2263, 203, 3504, 80, 519, 1162, 2225, 26, 956, 509, 26, 370, 955, 3632, 5938, 4259, 2291, 6543, 98, 26, 4259]"
2081,/Users/shinjeongtae/DB/External SSD for Data/Elderly Speech Recognition/contents/old/data_new/노인남여_노인대화39_F_1533524660_71_강원_실내_P06826.wav,"[('이', 'Noun'), ('목숨', 'Noun'), ('을', 'Josa'), ('죄인', 'Noun'), ('들', 'Suffix'), ('과', 'Josa'), ('함께', 'Adverb'), ('거두지', 'Verb'), ('마소', 'Noun'), ('서', 'Josa')]","[('이', 'Noun'), ('목숨', 'Noun'), ('을', 'Josa'), ('죄인', 'Noun'), ('들', 'Suffix'), ('과', 'Josa'), ('함께', 'Adverb'), ('거두지', 'Verb'), ('마소', 'Noun'), ('서', 'Josa')]","['이', '목숨', '죄인', '마소']","[26, 614, 3173, 2382, 203, 2195, 519, 1, 152, 1162, 219, 3357]"
2082,/Users/shinjeongtae/DB/External SSD for Data/Elderly Speech Recognition/contents/old/data_new/노인남여_노인대화39_M_1535892721-0_68_전라_실내_44583.wav,"[('몇', 'Noun'), ('번', 'Noun'), ('을', 'Josa'), ('뜯었는데도', 'Verb'), ('안', 'Noun'), ('잡혀', 'Verb'), ('가지', 'Noun'), ('고', 'Josa'), ('엄청', 'Adverb'), ('고생', 'Noun'), ('했어', 'Verb')]","[('몇', 'Noun'), ('번', 'Noun'), ('을', 'Josa'), ('뜯었는데도', 'Verb'), ('안', 'Noun'), ('잡혀', 'Verb'), ('가지', 'Noun'), ('고', 'Josa'), ('엄청', 'Adverb'), ('고생', 'Noun'), ('했어', 'Verb')]","['몇', '번', '안', '가지', '고생']","[4545, 13, 15, 771, 144, 2560, 152, 4259, 4409, 4259, 2291]"
2083,/Users/shinjeongtae/DB/External SSD for Data/Elderly Speech Recognition/contents/old/data_new/노인남여_노인대화39_F_1533524660_71_강원_실내_44890.wav,"[('에이', 'Noun'), ('그래도', 'Adverb'), ('청약', 'Noun'), ('해서', 'Verb'), ('되기만', 'Verb'), ('하면', 'Verb'), ('붓는', 'Verb'), ('건', 'Noun'), ('뭐', 'Noun'), ('괜찮지', 'Adjective')]","[('에이', 'Noun'), ('그래도', 'Adverb'), ('청약', 'Noun'), ('해서', 'Verb'), ('되기만', 'Verb'), ('하면', 'Verb'), ('붓는', 'Verb'), ('건', 'Noun'), ('뭐', 'Noun'), ('괜찮지', 'Adjective')]","['에이', '청약', '건', '뭐']","[6062, 26, 305, 771, 4409, 376, 395, 3357, 4740, 862, 62, 6543, 362, 17, 24, 152]"
2084,/Users/shinjeongtae/DB/External SSD for Data/Elderly Speech Recognition/contents/old/data_new/노인남여_노인대화10_F_1527042470_64_충청_실내_11783.wav,"[('그런데', 'Conjunction'), ('볼', 'Noun'), ('만', 'Josa'), ('한', 'Verb'), ('것', 'Noun'), ('은', 'Josa'), ('하롱베이', 'Noun'), ('경치', 'Noun'), ('가', 'Josa'), ('엄청', 'Adverb'), ('예뻐', 'Adjective')]","[('그런데', 'Conjunction'), ('볼', 'Noun'), ('만', 'Josa'), ('한', 'Verb'), ('것', 'Noun'), ('은', 'Josa'), ('하롱베이', 'Noun'), ('경치', 'Noun'), ('가', 'Josa'), ('엄청', 'Adverb'), ('예뻐', 'Adjective')]","['볼', '것', '하롱베이', '경치']","[305, 15, 2986, 62, 4233, 3, 3504, 6543, 5866, 5678, 26, 3190, 4590, 4409, 641]"
2085,/Users/shinjeongtae/DB/External SSD for Data/Elderly Speech Recognition/contents/old/data_new/노인남여_노인대화13_M_1529904426_86_강원_실내_16369.wav,"[('정말', 'Noun'), ('그거', 'Noun'), ('드시면서', 'Verb'), ('소화도', 'Noun'), ('잘', 'Verb'), ('되고', 'Verb'), ('기력', 'Noun'), ('도', 'Josa'), ('회복', 'Noun'), ('되었다라는', 'Verb')]","[('정말', 'Noun'), ('그거', 'Noun'), ('드시면서', 'Verb'), ('소화도', 'Noun'), ('잘', 'Verb'), ('되고', 'Verb'), ('기력', 'Noun'), ('도', 'Josa'), ('회복', 'Noun'), ('되었다라는', 'Verb')]","['정말', '그거', '소화도', '기력', '회복']","[1998, 10, 305, 1, 2159, 89, 362, 3357, 219, 460, 771, 4740, 4259, 862, 771, 2049, 981, 4740, 5938]"
2086,/Users/shinjeongtae/DB/External SSD for Data/Elderly Speech Recognition/contents/old/data_new/노인남여_노인대화39_F_1533524660_71_강원_실내_44283.wav,"[('남자', 'Noun'), ('애', 'Noun'), ('는', 'Josa'), ('퍼주', 'Noun'), ('는', 'Josa'), ('스타일', 'Noun'), ('이고', 'Josa'), ('근데', 'Adverb'), ('여자애', 'Noun'), ('가', 'Josa'), ('뭔가', 'Noun'), ('아닌', 'Adjective'), ('가봐', 'Verb')]","[('남자', 'Noun'), ('애', 'Noun'), ('는', 'Josa'), ('퍼주', 'Noun'), ('는', 'Josa'), ('스타일', 'Noun'), ('이고', 'Josa'), ('근데', 'Adverb'), ('여자애', 'Noun'), ('가', 'Josa'), ('뭔가', 'Noun'), ('아닌', 'Adjective'), ('가봐', 'Verb')]","['남자', '애', '퍼주', '스타일', '여자애', '뭔가']","[163, 955, 25, 176, 12, 26, 4259, 5351, 15, 821, 955, 25]"
2087,/Users/shinjeongtae/DB/External SSD for Data/Elderly Speech Recognition/contents/old/data_new/노인남여_노인대화13_M_1529904426_86_강원_실내_17599.wav,"[('요런', 'Noun'), ('거', 'Noun'), ('를', 'Josa'), ('이제', 'Noun'), ('뭐', 'Noun'), ('처음', 'Noun'), ('에', 'Josa'), ('이제', 'Noun'), ('운동', 'Noun'), ('가게', 'Noun'), ('되면', 'Verb'), ('알', 'Noun'), ('게', 'Josa'), ('돼', 'Verb')]","[('요런', 'Noun'), ('거', 'Noun'), ('를', 'Josa'), ('이제', 'Noun'), ('뭐', 'Noun'), ('처음', 'Noun'), ('에', 'Josa'), ('이제', 'Noun'), ('운동', 'Noun'), ('가게', 'Noun'), ('되면', 'Verb'), ('알', 'Noun'), ('게', 'Josa'), ('돼', 'Verb')]","['요런', '거', '이제', '뭐', '처음', '이제', '운동', '가게', '알']","[1625, 1, 26, 87, 24, 4794, 2225, 6062, 26, 87, 2574, 4604, 5, 4740, 362, 874, 5]"
2088,/Users/shinjeongtae/DB/External SSD for Data/Elderly Speech Recognition/contents/old/data_new/노인남여_노인대화39_F_1556271619_72_전라_실내_45211.wav,"[('이해', 'Noun'), ('를', 'Josa'), ('하면', 'Verb'), ('되는데', 'Verb'), ('남편', 'Noun'), ('은', 'Josa'), ('이해', 'Noun'), ('를', 'Josa'), ('못', 'Noun'), ('하고', 'Verb'), ('소유', 'Noun'), ('를', 'Josa'), ('많이', 'Adverb'), ('하려고', 'Verb'), ('했어', 'Verb')]","[('이해', 'Noun'), ('를', 'Josa'), ('하면', 'Verb'), ('되는데', 'Verb'), ('남편', 'Noun'), ('은', 'Josa'), ('이해', 'Noun'), ('를', 'Josa'), ('못', 'Noun'), ('하고', 'Verb'), ('소유', 'Noun'), ('를', 'Josa'), ('많이', 'Adverb'), ('하려고', 'Verb'), ('했어', 'Verb')]","['이해', '남편', '이해', '못', '소유']","[26, 395, 6543, 362, 4740, 15, 163, 237, 3504, 26, 395, 6543, 4259, 219, 2238, 26, 6543, 4259]"
2089,/Users/shinjeongtae/DB/External SSD for Data/Elderly Speech Recognition/contents/old/data_new/노인남여_노인대화38_M_1527671642_80_경상_실내_42548.wav,"[('또', 'Noun'), ('소대장', 'Noun'), ('하고', 'Josa'), ('한', 'Verb'), ('팔십', 'Modifier'), ('명', 'Noun'), ('정도', 'Noun'), ('되는', 'Verb'), ('단', 'Modifier'), ('톡', 'Noun'), ('방이', 'Noun'), ('있어', 'Adjective')]","[('또', 'Noun'), ('소대장', 'Noun'), ('하고', 'Josa'), ('한', 'Verb'), ('팔십', 'Modifier'), ('명', 'Noun'), ('정도', 'Noun'), ('되는', 'Verb'), ('단', 'Modifier'), ('톡', 'Noun'), ('방이', 'Noun'), ('있어', 'Adjective')]","['또', '소대장', '명', '정도', '톡', '방이']","[219, 131, 185, 6543, 4259, 4233, 136, 14, 109, 1998, 771, 4740, 4405, 412, 26]"
2090,/Users/shinjeongtae/DB/External SSD for Data/Elderly Speech Recognition/contents/old/data_new/노인남여_노인대화13_F_1544338996_60_수도권_실내_17340.wav,"[('정상', 'Noun'), ('에', 'Josa'), ('올라가면', 'Verb'), ('완전히', 'Adjective'), ('눈', 'Noun'), ('이', 'Josa'), ('내린', 'Verb'), ('것', 'Noun'), ('처럼', 'Josa'), ('그냥', 'Noun')]","[('정상', 'Noun'), ('에', 'Josa'), ('올라가면', 'Verb'), ('완전히', 'Adjective'), ('눈', 'Noun'), ('이', 'Josa'), ('내린', 'Verb'), ('것', 'Noun'), ('처럼', 'Josa'), ('그냥', 'Noun')]","['정상', '눈', '것', '그냥']","[1998, 867, 6062, 362, 2431, 39, 59, 26, 8, 3, 4794, 305, 608]"
2091,/Users/shinjeongtae/DB/External SSD for Data/Elderly Speech Recognition/contents/old/data_new/노인남여_노인대화12_F_1555665160_62_경상_실내_14984.wav,"[('마음', 'Noun'), ('이', 'Josa'), ('나', 'Noun'), ('는', 'Josa'), ('너무', 'Adverb'), ('좋더라고요', 'Adjective'), ('왜냐면', 'Noun'), ('그', 'Noun'), ('들', 'Suffix'), ('을', 'Josa'), ('보면서', 'Verb')]","[('마음', 'Noun'), ('이', 'Josa'), ('나', 'Noun'), ('는', 'Josa'), ('너무', 'Adverb'), ('좋더라고요', 'Adjective'), ('왜냐면', 'Noun'), ('그', 'Noun'), ('들', 'Suffix'), ('을', 'Josa'), ('보면서', 'Verb')]","['마음', '나', '왜냐면', '그']","[1162, 2225, 26, 2, 16, 6018, 6367, 4259, 1625, 362, 305, 2195, 3367, 362, 3357]"
2092,/Users/shinjeongtae/DB/External SSD for Data/Elderly Speech Recognition/contents/old/data_new/노인남여_노인대화12_F_1555665160_62_경상_실내_16145.wav,"[('그때', 'Noun'), ('는', 'Josa'), ('컴퓨터', 'Noun'), ('로', 'Josa'), ('쓰는', 'Verb'), ('것', 'Noun'), ('이', 'Josa'), ('아니라', 'Adjective'), ('원고지', 'Noun'), ('에다가', 'Josa'), ('쓰는데', 'Verb')]","[('그때', 'Noun'), ('는', 'Josa'), ('컴퓨터', 'Noun'), ('로', 'Josa'), ('쓰는', 'Verb'), ('것', 'Noun'), ('이', 'Josa'), ('아니라', 'Adjective'), ('원고지', 'Noun'), ('에다가', 'Josa'), ('쓰는데', 'Verb')]","['그때', '컴퓨터', '것', '원고지']","[305, 7, 5066, 2558, 5228, 6415, 3, 26, 370, 61, 4259, 152, 6062, 5938, 6415, 15]"
2093,/Users/shinjeongtae/DB/External SSD for Data/Elderly Speech Recognition/contents/old/data_new/노인남여_노인대화13_F_1535863537_62_전라_실내_16610.wav,"[('그게', 'Noun'), ('절일', 'Noun'), ('때', 'Noun'), ('잘', 'Verb'), ('절', 'Noun'), ('여', 'Josa'), ('져야', 'Verb'), ('될', 'Verb'), ('것', 'Noun'), ('같', 'Adjective'), ('애', 'Noun'), ('절', 'Noun'), ('이', 'Suffix'), ('는', 'Josa'), ('게', 'Noun'), ('좀', 'Noun')]","[('그게', 'Noun'), ('절일', 'Noun'), ('때', 'Noun'), ('잘', 'Verb'), ('절', 'Noun'), ('여', 'Josa'), ('져야', 'Verb'), ('될', 'Verb'), ('것', 'Noun'), ('같', 'Adjective'), ('애', 'Noun'), ('절', 'Noun'), ('이', 'Suffix'), ('는', 'Josa'), ('게', 'Noun'), ('좀', 'Noun')]","['그게', '절일', '때', '절', '것', '애', '절', '게', '좀']","[305, 5, 798, 12, 7, 798, 821, 4594, 3, 25, 798, 26, 5]"
